iter	MultiClass
200	0.08786905412
201	0.08781827598
202	0.08774469215
203	0.08757789002
204	0.08748206041
205	0.08741738861
206	0.0873736695
207	0.08727524139
208	0.08719336118
209	0.08709369574
210	0.08698676564
211	0.08691740866
212	0.08685650192
213	0.08682000677
214	0.08676729792
215	0.08672631411
216	0.08668282783
217	0.08661593772
218	0.08653757277
219	0.08649254145
220	0.08641748074
221	0.08635925244
222	0.0863232576
223	0.08627146242
224	0.08622790251
225	0.08616683489
226	0.08611010647
227	0.08607591552
228	0.08601477316
229	0.08592191375
230	0.08588852418
231	0.08581205737
232	0.08562826033
233	0.08557152306
234	0.08545791115
235	0.0854239174
236	0.08533262338
237	0.08529431805
238	0.08523435125
239	0.0851897593
240	0.08510307951
241	0.08506101112
242	0.08500254246
243	0.08491019555
244	0.08483601259
245	0.08477713119
246	0.0847326964
247	0.08463745967
248	0.0845819563
249	0.08453394065
250	0.08446285246
251	0.08438670951
252	0.08434336261
253	0.08429169203
254	0.08422130226
255	0.08416437926
256	0.08411321915
257	0.08403183599
258	0.08396935713
259	0.08393143205
260	0.08389895073
261	0.0838593106
262	0.08382183317
263	0.08377171403
264	0.08370867565
265	0.08367143959
266	0.08362357182
267	0.08358913245
268	0.08355122188
269	0.08349343302
270	0.08341854641
271	0.0833763209
272	0.08327797211
273	0.08321105874
274	0.08315810824
275	0.08309402016
276	0.08305934462
277	0.08300899844
278	0.08289705288
279	0.08282453051
280	0.08279534916
281	0.08271044682
282	0.08263920485
283	0.08256392325
284	0.08253474144
285	0.08247242725
286	0.08244800529
287	0.08237529378
288	0.08233370544
289	0.08228179642
290	0.0822013824
291	0.08214149986
292	0.08210073876
293	0.08204441408
294	0.08199124449
295	0.08194534203
296	0.08190498986
297	0.08185191671
298	0.08178312918
299	0.08170829923
300	0.08165725784
301	0.0816121944
302	0.08157182394
303	0.08154043831
304	0.08151538734
305	0.08144637167
306	0.08140253213
307	0.08134307352
308	0.08127896886
309	0.08121562054
310	0.08117974837
311	0.08115089754
312	0.08108541951
313	0.08102445149
314	0.08097959629
315	0.08092962936
316	0.08089003715
317	0.0808475682
318	0.08069880828
319	0.08064176321
320	0.08061702445
321	0.08052422103
322	0.0804808792
323	0.08039940832
324	0.08036550952
325	0.08030546759
326	0.08025920494
327	0.08021380249
328	0.08017908835
329	0.08011798682
330	0.08004066341
331	0.07998042334
332	0.07995201911
333	0.07987993792
334	0.07984089368
335	0.07981760218
336	0.0797803305
337	0.0797539901
338	0.07969987787
339	0.07963784596
340	0.07959387409
341	0.07954821889
342	0.07949181802
343	0.07946091534
344	0.07938554299
345	0.07931791361
346	0.07928025571
347	0.07923782502
348	0.0792012793
349	0.07916024192
350	0.07912348937
351	0.07907433357
352	0.07899682955
353	0.07892730076
354	0.07889349622
355	0.07886161961
356	0.07884236954
357	0.07881070958
358	0.07876635392
359	0.07871438152
360	0.07867234655
361	0.0786363313
362	0.07859915122
363	0.07855445987
364	0.07850344865
365	0.07845005449
366	0.07842159775
367	0.07837223135
368	0.07835426772
369	0.07829029784
370	0.07826348856
371	0.07821578399
372	0.07815477916
373	0.07810811337
374	0.07807193914
375	0.07805274133
376	0.07802579869
377	0.07798900802
378	0.07795931392
379	0.07793347053
380	0.07788891768
381	0.07786172914
382	0.07782434877
383	0.07778760689
384	0.07774983381
385	0.07768170473
386	0.07766311253
387	0.07759195278
388	0.07755513312
389	0.07751793459
390	0.07747745218
391	0.0774530367
392	0.07738456545
393	0.07734950424
394	0.07730145955
395	0.07726367527
396	0.07723416469
397	0.07719158779
398	0.07716310515
399	0.07714378425
400	0.07708002169
401	0.07704044185
402	0.07701353686
403	0.07696044818
404	0.07693990437
405	0.07691164294
406	0.07686802439
407	0.07681830769
408	0.07677822384
409	0.07675636982
410	0.07672721345
411	0.07668239261
412	0.07665054282
413	0.0766223291
414	0.07658266772
415	0.07654590433
416	0.07650928935
417	0.07647443062
418	0.07641077955
419	0.07637343246
420	0.07633491139
421	0.07628864718
422	0.07625646638
423	0.07620432173
424	0.07615646264
425	0.07614136853
426	0.07611221619
427	0.07608120607
428	0.07603988484
429	0.0759962116
430	0.07593030623
431	0.07588354981
432	0.07584928238
433	0.07581726484
434	0.07577439582
435	0.07573118031
436	0.07570091067
437	0.07567559877
438	0.07561223854
439	0.07554474151
440	0.07548167086
441	0.07542857075
442	0.07539831456
443	0.07538378843
444	0.07537211234
445	0.07532466921
446	0.075288753
447	0.07526204414
448	0.0752382214
449	0.07519542108
450	0.0751727697
451	0.07515414894
452	0.07512324338
453	0.07510687429
454	0.07508221866
455	0.07500692471
456	0.07495733039
457	0.07491156136
458	0.07487904382
459	0.07484011488
460	0.074777767
461	0.07473174668
462	0.07469999874
463	0.07465974
464	0.07462327328
465	0.07460185765
466	0.07455547998
467	0.07451132761
468	0.07445893714
469	0.07443088327
470	0.07439369452
471	0.07435356782
472	0.07431242627
473	0.07427635157
474	0.07426157013
475	0.07424193887
476	0.07421181952
477	0.07416522412
478	0.07410562147
479	0.07406700685
480	0.07403292656
481	0.07399184204
482	0.07397189454
483	0.07391699627
484	0.07385536686
485	0.0738051796
486	0.07377888747
487	0.07374358354
488	0.07364310499
489	0.073608732
490	0.0735749117
491	0.07353860698
492	0.07350320413
493	0.07344883466
494	0.07342108007
495	0.07338258962
496	0.07332932154
497	0.07328495104
498	0.07325355123
499	0.0732333673
500	0.07321160015
501	0.07316887883
502	0.07314121657
503	0.0730690443
504	0.07301191508
505	0.0728448176
506	0.07282149333
507	0.07277975874
508	0.07274687032
509	0.07271942343
510	0.07269102933
511	0.0726569967
512	0.07262130299
513	0.07259532076
514	0.07253262206
515	0.07249116968
516	0.07246137219
517	0.07242577369
518	0.07238278172
519	0.07234964197
520	0.07232394917
521	0.07227974705
522	0.0722447729
523	0.07221979287
524	0.07217853862
525	0.07215515204
526	0.07211202649
527	0.07197377675
528	0.07193627192
529	0.07189514141
530	0.07185283208
531	0.07182821857
532	0.0717974221
533	0.07176847785
534	0.0717513761
535	0.07172331525
536	0.07168155591
537	0.07164865947
538	0.07161142794
539	0.07158353129
540	0.07156092605
541	0.07151884406
542	0.07147934452
543	0.07144906143
544	0.07142060544
545	0.07140668649
546	0.07136305779
547	0.07132603478
548	0.07131632775
549	0.07126851822
550	0.0712422389
551	0.07119822954
552	0.07116238917
553	0.07112521773
554	0.0710987113
555	0.07106135586
556	0.07102838639
557	0.0710115184
558	0.07097609136
559	0.07094931354
560	0.07092082651
561	0.0708963424
562	0.07086955983
563	0.07083559359
564	0.07078443056
565	0.07076060354
566	0.07070933039
567	0.07067945773
568	0.07066046218
569	0.07062477348
570	0.07058660837
571	0.07053402595
572	0.07050522312
573	0.07047899939
574	0.07043578029
575	0.07042051377
576	0.07039561106
577	0.07036401705
578	0.07031589666
579	0.07026689659
580	0.07025222614
581	0.07023470805
582	0.07018841983
583	0.07016723969
584	0.07014786169
585	0.07009812634
586	0.07007264255
587	0.07005290765
588	0.0700246804
589	0.07000701829
590	0.06997407301
591	0.06995552542
592	0.06992295189
593	0.06989532892
594	0.06987002463
595	0.06983402892
596	0.06978638372
597	0.06973945125
598	0.06971869689
599	0.06967487011
600	0.06965508543
601	0.06962253633
602	0.06960066279
603	0.06957184026
604	0.06955206586
605	0.06952488034
606	0.06949273596
607	0.06947572779
608	0.06944302796
609	0.06940365951
610	0.06937360418
611	0.06931443786
612	0.06928942291
613	0.06926059509
614	0.06923828612
615	0.06920402422
616	0.06916999055
617	0.06913125209
618	0.06910324607
619	0.06908309189
620	0.06904151535
621	0.06903048901
622	0.06900327154
623	0.06896048372
624	0.06894093328
625	0.06889897495
626	0.068863455
627	0.06883603639
628	0.06881724026
629	0.06880066489
630	0.06876088831
631	0.06873098658
632	0.06871665882
633	0.06868518815
634	0.06864266296
635	0.0686238353
636	0.06859406786
637	0.06855559884
638	0.06852970577
639	0.06851105695
640	0.06847375371
641	0.0684545939
642	0.06842925798
643	0.0683833224
644	0.06836540615
645	0.06835006234
646	0.06830749204
647	0.06828555551
648	0.06826748662
649	0.06824018963
650	0.06821411113
651	0.06818692736
652	0.06815841322
653	0.06812108767
654	0.06810427511
655	0.0680822889
656	0.06803999918
657	0.06799694874
658	0.06797205387
659	0.06795472029
660	0.06793872552
661	0.06792146695
662	0.06790045772
663	0.0678684128
664	0.06784389736
665	0.06782392231
666	0.06779910106
667	0.0677848217
668	0.06776117661
669	0.06773158488
670	0.06769067889
671	0.06767032484
672	0.06764368785
673	0.06762009428
674	0.06759689905
675	0.0675734122
676	0.06755817114
677	0.06751403233
678	0.06748673605
679	0.06747396363
680	0.06744886933
681	0.06743954779
682	0.0674143108
683	0.06739461344
684	0.06737069561
685	0.06733911116
686	0.06732596376
687	0.06728603466
688	0.06727200028
689	0.06724886238
690	0.06722082715
691	0.06720245311
692	0.0671673922
693	0.06710783641
694	0.06708055863
695	0.06705823962
696	0.06703013987
697	0.0669869089
698	0.06695509609
699	0.06692741783
700	0.06691248819
701	0.06690241655
702	0.06685977269
703	0.0668357736
704	0.0667937544
705	0.06676894513
706	0.06674642577
707	0.06672136467
708	0.06669926935
709	0.06668372554
710	0.06666050748
711	0.06663847997
712	0.06661607856
713	0.06659711475
714	0.06658178884
715	0.06655592836
716	0.06653110547
717	0.06651513507
718	0.06649505019
719	0.06646178836
720	0.06642569934
721	0.0663924618
722	0.06637666503
723	0.06635304504
724	0.06633950876
725	0.06630015695
726	0.06627752671
727	0.06625006169
728	0.06622966508
729	0.06619621112
730	0.06615970856
731	0.06612788851
732	0.06610833067
733	0.06607147408
734	0.06603029564
735	0.06601861454
736	0.06599146876
737	0.06598226113
738	0.06595898298
739	0.06592790139
740	0.06589658864
741	0.0658607818
742	0.06584256571
743	0.06582873105
744	0.06580968217
745	0.06578283725
746	0.06574741349
747	0.06573249635
748	0.06569572716
749	0.06567823387
750	0.06564442123
751	0.065616038
752	0.06559227521
753	0.06557444655
754	0.06554373516
755	0.06550699166
756	0.06546151318
757	0.06544260865
758	0.06542112356
759	0.06539564276
760	0.06537760984
761	0.06535162168
762	0.0653246067
763	0.06528568699
764	0.06525890495
765	0.06523145778
766	0.06518779043
767	0.06516012662
768	0.06513330556
769	0.06511714868
770	0.06509393591
771	0.06507250531
772	0.06504984734
773	0.06501627731
774	0.06496410708
775	0.06493753115
776	0.06490087103
777	0.06487101561
778	0.06486011818
779	0.06483916071
780	0.06482128214
781	0.06481468354
782	0.0647961248
783	0.06477134679
784	0.06475853027
785	0.06473865398
786	0.06471969367
787	0.06470200611
788	0.06467915642
789	0.06464448452
790	0.06463007559
791	0.06460337206
792	0.06459007257
793	0.06457746064
794	0.06455301301
795	0.06452852802
796	0.0645099569
797	0.06448489235
798	0.06443441407
799	0.06441343208
800	0.06438388378
801	0.06436919774
802	0.06435477558
803	0.06433199466
804	0.06430219139
805	0.06427352578
806	0.06422004378
807	0.06419835485
808	0.06417777196
809	0.06414435383
810	0.06411065219
811	0.06406042102
812	0.06403641148
813	0.06401946138
814	0.06398971316
815	0.06396611124
816	0.06395714494
817	0.06393786719
818	0.0638936962
819	0.06387166972
820	0.06383504611
821	0.06381719341
822	0.06380812786
823	0.0637890646
824	0.06375946662
825	0.0637346081
826	0.06371171551
827	0.06369908765
828	0.06368404853
829	0.06367434742
830	0.06365648657
831	0.06363423686
832	0.06361559353
833	0.06359890705
834	0.06358843239
835	0.0635621347
836	0.0635484507
837	0.0635018399
838	0.0634814008
839	0.06346675262
840	0.06343885998
841	0.06339416668
842	0.06337688589
843	0.06335516208
844	0.06333254605
845	0.06331894256
846	0.06329189665
847	0.06325909196
848	0.06324157817
849	0.06321512914
850	0.06319357152
851	0.0631754031
852	0.06316284935
853	0.06313882685
854	0.06310425263
855	0.06308929308
856	0.06305810199
857	0.06302776646
858	0.06300596924
859	0.06298879997
860	0.06296071632
861	0.06293429688
862	0.06291584336
863	0.06288934125
864	0.06287037453
865	0.06286084012
866	0.06284116915
867	0.06282199169
868	0.06279984266
869	0.06278068696
870	0.06275505998
871	0.06274971857
872	0.06271993371
873	0.06270054001
874	0.06266269474
875	0.06262853437
876	0.062607127
877	0.06257100179
878	0.06254631856
879	0.06252172445
880	0.06250540124
881	0.06248509505
882	0.06245290134
883	0.06242462917
884	0.06240988562
885	0.06237976074
886	0.06236624484
887	0.06235994424
888	0.06234591268
889	0.06233069005
890	0.06231899412
891	0.06229969866
892	0.06228549783
893	0.06226494844
894	0.06224637714
895	0.06221287973
896	0.062199415
897	0.06218290984
898	0.06216179325
899	0.06214227948
900	0.06212677855
901	0.06209181184
902	0.06207850383
903	0.0620685746
904	0.06204354523
905	0.06201717969
906	0.06198635975
907	0.06196820896
908	0.06194975454
909	0.0619242473
910	0.06190311566
911	0.06188431813
912	0.06184914302
913	0.06182054739
914	0.06180134252
915	0.06177972667
916	0.06176134249
917	0.06173766464
918	0.06170422401
919	0.06169236938
920	0.06168103894
921	0.06166110084
922	0.0616254265
923	0.06161796397
924	0.06159633218
925	0.06157913749
926	0.0615603392
927	0.06154094856
928	0.06152176022
929	0.06151057355
930	0.06149708441
931	0.06147812378
932	0.06146036604
933	0.06144056151
934	0.06142097298
935	0.06138262538
936	0.06136326446
937	0.06134037282
938	0.0613126634
939	0.06129790309
940	0.06128357243
941	0.06126395722
942	0.06124262501
943	0.06121294529
944	0.06119454049
945	0.06116659406
946	0.06114158521
947	0.06111626704
948	0.06109715834
949	0.06108482298
950	0.06105533391
951	0.06104353372
952	0.0610240214
953	0.06100037454
954	0.06097934244
955	0.06093583793
956	0.06092273806
957	0.06090884053
958	0.06088415348
959	0.06086887027
960	0.06084538174
961	0.06082995284
962	0.06080243049
963	0.06078959562
964	0.06077995716
965	0.06075907001
966	0.06073614326
967	0.06071931496
968	0.06069103025
969	0.06066651427
970	0.06063854569
971	0.06061516322
972	0.06057773537
973	0.06056825034
974	0.06055987481
975	0.060545152
976	0.06052466201
977	0.06050695518
978	0.06049019677
979	0.06047545664
980	0.06045461837
981	0.0604334803
982	0.06037926482
983	0.06036098593
984	0.06034583245
985	0.06032995092
986	0.0603039513
987	0.060279848
988	0.06025642634
989	0.06023894969
990	0.06020377578
991	0.06018074742
992	0.06016975947
993	0.06014859816
994	0.06011902334
995	0.06009905165
996	0.06007972679
997	0.06006799633
998	0.06004928428
999	0.06003474638
